ReturnID,ReturnDate,Quantity,ReturnReason,RefundAmount,ReturnType,ProcessedBy,Status
2435,2024-10-25,2,Late Delivery,8018.66,Refund,322,Completed
2436,2026-01-26,3,Defective Product,10009.33,Replacement,18,Completed
2437,2024-12-22,3,Quality Issue,14227.3,Exchange,29,Completed
2438,2025-09-14,2,Incorrect Size,12517.58,Refund,53,Completed
2439,2025-09-17,2,Defective Product,2478.11,Refund,42,Completed
2440,2025-10-22,1,Quality Issue,12412.9,Refund,329,Completed
2441,2025-08-17,2,Damaged Product,13792.82,Refund,82,Approved
2442,2025-12-09,3,Damaged Product,5839.42,Replacement,13,Pending
2443,2024-10-26,2,Damaged Product,12071.59,Replacement,487,Approved
2444,2025-07-25,2,Defective Product,12614.48,Replacement,344,Rejected
2445,2023-08-13,5,Defective Product,19185.31,Replacement,357,Completed
2446,2025-02-10,1,Quality Issue,1195.22,Refund,299,Completed
2447,2024-12-14,3,Quality Issue,17605.24,Refund,461,Completed
2448,2026-05-30,4,Quality Issue,5476.9,Exchange,382,Completed
2449,2024-01-05,3,Quality Issue,13995.32,Refund,104,Completed
2450,2025-04-26,3,Defective Product,8495.25,Refund,62,Completed
2451,2026-01-10,4,Quality Issue,914.67,Replacement,263,Completed
2452,2024-11-07,2,Damaged Product,4783.83,Replacement,381,Completed
2453,2026-06-21,2,Quality Issue,5163.54,Replacement,427,Completed
2454,2026-03-22,2,Customer Changed Mind,22188.97,Refund,28,Completed
2455,2023-08-29,2,Customer Changed Mind,14257.8,Refund,262,Pending
2456,2026-01-31,1,Damaged Product,5567.3,Refund,256,Completed
2457,2025-07-25,4,Defective Product,18055.24,Refund,386,Approved
2458,2024-09-03,4,Quality Issue,12108.35,Replacement,342,Completed
2459,2026-05-02,2,Damaged Product,2126.32,Refund,16,Completed
2460,2026-01-02,1,Incorrect Size,23680.32,Refund,196,Completed
2461,2026-01-01,2,Defective Product,2611.37,Replacement,498,Completed
2462,2024-07-06,3,Defective Product,2087.27,Refund,395,Pending
2463,2023-10-06,1,Wrong Item,7690.84,Exchange,455,Completed
2464,2026-01-10,2,Quality Issue,3184.06,Exchange,406,Pending
2465,2025-08-03,4,Damaged Product,4529.62,Replacement,234,Completed
2466,2024-04-08,5,Wrong Item,17433.98,Refund,289,Completed
2467,2025-10-10,2,Defective Product,5543.79,Refund,20,Completed
2468,2026-03-22,4,Missing Parts,10428.12,Refund,23,Completed
2469,2026-03-07,3,Late Delivery,17805.56,Refund,137,Pending
2470,2025-02-28,3,Damaged Product,24087.1,Replacement,415,Pending
2471,2024-03-04,1,Customer Changed Mind,21863.32,Refund,488,Completed
2472,2026-06-10,2,Late Delivery,17946.12,Refund,46,Completed
2473,2024-07-29,4,Quality Issue,20553.71,Refund,462,Rejected
2474,2023-09-06,5,Defective Product,13611.02,Replacement,209,Approved
2475,2025-12-24,4,Missing Parts,9428.33,Replacement,76,Completed
2476,2026-07-11,4,Defective Product,16957.63,Exchange,45,Completed
2477,2024-01-05,2,Defective Product,8453.54,Refund,386,Completed
2478,2024-05-10,2,Defective Product,22265.57,Exchange,321,Approved
2479,2023-08-17,3,Customer Changed Mind,13597.23,Refund,409,Completed
2480,2025-06-03,2,Defective Product,20652.2,Replacement,451,Approved
2481,2024-11-17,5,Quality Issue,13691.12,Refund,131,Completed
2482,2025-04-29,2,Late Delivery,18544.84,Replacement,251,Approved
2483,2024-03-10,3,Defective Product,13801.58,Replacement,202,Approved
2484,2025-04-20,3,Late Delivery,18795.69,Exchange,116,Completed
2485,2026-06-25,4,Late Delivery,4061.39,Replacement,367,Pending
2486,2024-05-30,5,Defective Product,20038.39,Exchange,356,Completed
2487,2025-04-16,2,Wrong Item,18943.85,Refund,327,Pending
2488,2025-09-05,2,Damaged Product,782.94,Refund,96,Completed
2489,2026-02-22,1,Defective Product,1862.14,Refund,484,Rejected
2490,2025-07-20,4,Quality Issue,462.1,Refund,192,Approved
2491,2023-10-23,4,Incorrect Size,15557.59,Replacement,304,Pending
2492,2024-02-18,4,Defective Product,24429.93,Refund,131,Completed
2493,2025-10-01,4,Customer Changed Mind,18872.37,Refund,301,Completed
2494,2024-06-05,3,Late Delivery,23738.23,Exchange,195,Pending
2495,2025-12-06,4,Damaged Product,19024.43,Refund,48,Pending
2496,2024-12-04,1,Late Delivery,11476.22,Refund,241,Pending
2497,2026-05-12,3,Late Delivery,13905.12,Refund,315,Completed
2498,2025-07-31,1,Quality Issue,17158.83,Replacement,15,Completed
2499,2025-10-12,4,Damaged Product,1913.67,Refund,290,Rejected
2500,2025-02-23,5,Damaged Product,16411.82,Refund,358,Completed
2501,2024-11-17,2,Wrong Item,22576.09,Refund,149,Completed
2502,2024-04-13,4,Damaged Product,2919.93,Replacement,102,Completed
2503,2025-07-02,2,Customer Changed Mind,341.17,Replacement,464,Approved
2504,2025-10-24,4,Damaged Product,1288.09,Refund,350,Completed
2505,2024-12-31,4,Defective Product,5872.57,Replacement,467,Approved
2506,2025-11-13,2,Late Delivery,3652.29,Exchange,289,Pending
2507,2025-01-19,4,Late Delivery,9293.56,Refund,269,Completed
2508,2026-06-02,3,Damaged Product,15943.83,Refund,143,Completed
2509,2026-06-10,4,Damaged Product,1860.08,Exchange,341,Rejected
2510,2026-04-13,4,Wrong Item,12776.42,Exchange,71,Approved
2511,2026-06-30,2,Damaged Product,2342.16,Refund,338,Completed
2512,2024-09-01,3,Defective Product,14022.74,Exchange,337,Approved
2513,2026-02-20,4,Damaged Product,3073.08,Refund,154,Approved
2514,2025-08-09,4,Damaged Product,477.6,Replacement,58,Completed
2515,2024-05-12,3,Damaged Product,14722.21,Exchange,71,Approved
2516,2024-08-04,2,Customer Changed Mind,21542.53,Refund,244,Completed
2517,2024-09-24,2,Defective Product,2656.37,Replacement,278,Completed
2518,2025-12-01,1,Damaged Product,3823.59,Refund,441,Completed
2519,2024-10-24,4,Missing Parts,12931.94,Refund,127,Completed
2520,2024-07-02,4,Defective Product,21026.32,Refund,135,Completed
2521,2024-10-23,4,Defective Product,1264.14,Refund,99,Completed
2522,2024-10-09,3,Quality Issue,9891.25,Exchange,384,Completed
2523,2026-07-18,4,Customer Changed Mind,15449.42,Exchange,331,Completed
2524,2024-06-04,2,Quality Issue,6185.25,Refund,39,Completed
2525,2026-06-25,1,Quality Issue,10549.45,Replacement,398,Approved
2526,2026-07-18,1,Defective Product,9364.12,Refund,414,Completed
2527,2025-08-16,3,Quality Issue,7726.72,Refund,158,Completed
2528,2024-11-22,4,Defective Product,12883.71,Exchange,353,Completed
2529,2025-08-02,5,Quality Issue,23101.66,Replacement,294,Approved
2530,2025-01-10,3,Defective Product,2456.49,Refund,265,Completed
2531,2025-12-05,1,Wrong Item,6439.5,Refund,148,Completed
2532,2024-09-15,2,Incorrect Size,7963.68,Exchange,290,Approved
2533,2024-10-08,3,Defective Product,4957.79,Replacement,143,Approved
2534,2024-01-24,4,Damaged Product,16808.18,Replacement,403,Approved
2535,2025-12-25,3,Late Delivery,4911.16,Replacement,284,Approved
2536,2026-06-04,4,Damaged Product,14627.38,Replacement,449,Approved
2537,2025-11-08,2,Customer Changed Mind,5302.2,Replacement,94,Completed
2538,2025-02-27,4,Defective Product,9499.97,Replacement,478,Completed
2539,2025-03-22,5,Wrong Item,8666.71,Refund,64,Completed
2540,2025-01-05,5,Damaged Product,24599.92,Refund,479,Approved
2541,2024-03-02,4,Missing Parts,11478.06,Refund,142,Completed
2542,2024-10-12,4,Damaged Product,5139.91,Refund,251,Completed
2543,2023-09-22,4,Wrong Item,11041.87,Refund,63,Rejected
2544,2024-10-07,1,Damaged Product,1217.66,Refund,275,Approved
2545,2023-11-18,1,Late Delivery,23158.55,Refund,457,Completed
2546,2025-01-07,1,Defective Product,444.43,Replacement,142,Approved
2547,2025-06-05,2,Quality Issue,5916.11,Refund,137,Completed
2548,2026-05-03,3,Damaged Product,21051.05,Refund,163,Completed
2549,2024-08-20,2,Customer Changed Mind,20181.62,Refund,316,Pending
2550,2025-08-01,2,Late Delivery,2461.21,Exchange,139,Completed
2551,2024-06-15,1,Customer Changed Mind,2572.95,Refund,236,Completed
2552,2024-05-27,2,Wrong Item,22957.11,Refund,344,Approved
2553,2025-11-01,5,Customer Changed Mind,21550.2,Refund,119,Approved
2554,2024-09-12,1,Defective Product,10331.66,Refund,455,Rejected
2555,2025-12-08,5,Damaged Product,18817.22,Replacement,106,Completed
2556,2026-07-04,4,Customer Changed Mind,11028.93,Refund,11,Completed
2557,2024-09-12,5,Defective Product,9819.94,Refund,74,Completed
2558,2024-02-17,5,Late Delivery,20956.11,Refund,207,Approved
2559,2024-01-04,3,Wrong Item,8960.98,Replacement,461,Approved
2560,2026-03-01,5,Missing Parts,21967.72,Replacement,289,Approved
2561,2026-01-15,1,Customer Changed Mind,11415.7,Refund,177,Rejected
2562,2024-07-24,1,Late Delivery,12375.75,Exchange,46,Completed
2563,2024-07-29,3,Defective Product,5868.21,Exchange,246,Approved
2564,2023-10-05,2,Quality Issue,21370.44,Refund,415,Approved
2565,2026-05-24,1,Defective Product,24483.21,Replacement,47,Completed
2566,2025-10-20,2,Late Delivery,2490.94,Refund,41,Completed
2567,2024-07-03,3,Wrong Item,11436.9,Exchange,143,Completed
2568,2026-04-05,2,Wrong Item,5881.4,Refund,119,Completed
2569,2024-07-14,5,Late Delivery,1493.23,Replacement,489,Completed
2570,2023-10-08,2,Defective Product,7348.43,Refund,86,Approved
2571,2023-12-21,2,Damaged Product,15145.33,Replacement,138,Completed
2572,2025-04-21,2,Customer Changed Mind,13442.04,Refund,189,Completed
2573,2024-12-13,2,Damaged Product,13434.7,Replacement,167,Completed
2574,2025-07-21,3,Damaged Product,12928.5,Refund,30,Rejected
2575,2023-12-22,2,Damaged Product,1398.94,Refund,442,Completed
2576,2026-06-11,3,Wrong Item,14431.84,Refund,90,Completed
2577,2024-02-17,2,Quality Issue,4219.76,Refund,194,Approved
2578,2023-07-27,3,Customer Changed Mind,11627.16,Replacement,203,Completed
2579,2025-11-19,4,Defective Product,22242.06,Replacement,267,Rejected
2580,2024-03-20,5,Customer Changed Mind,14521.3,Refund,129,Completed
2581,2025-04-11,4,Customer Changed Mind,4339.01,Refund,19,Approved
2582,2026-04-28,5,Customer Changed Mind,24868.92,Refund,463,Completed
2583,2025-07-26,4,Damaged Product,7628.05,Refund,385,Pending
2584,2025-07-29,4,Customer Changed Mind,19421.79,Refund,303,Completed
2585,2026-04-24,2,Wrong Item,16296.97,Refund,9,Completed
2586,2024-05-23,4,Defective Product,6472.41,Replacement,191,Completed
2587,2024-10-07,4,Missing Parts,3434.27,Refund,75,Completed
2588,2024-11-28,1,Damaged Product,7526.37,Refund,198,Completed
2589,2024-10-04,4,Wrong Item,2137.46,Replacement,283,Completed
2590,2026-04-17,4,Defective Product,1880.34,Refund,260,Approved
2591,2023-10-18,1,Late Delivery,3819.29,Refund,13,Completed
2592,2023-12-04,5,Defective Product,9407.41,Refund,314,Completed
2593,2026-04-27,5,Defective Product,8298.31,Replacement,300,Approved
2594,2025-12-26,4,Defective Product,19010.61,Refund,342,Completed
2595,2024-07-13,5,Missing Parts,12747.5,Refund,423,Rejected
2596,2025-10-27,4,Quality Issue,18339.96,Refund,391,Completed
2597,2023-09-14,1,Wrong Item,15498.48,Refund,23,Approved
2598,2024-04-15,2,Quality Issue,5023.44,Refund,423,Completed
2599,2025-04-28,4,Wrong Item,13766.99,Exchange,1,Completed
2600,2024-04-17,2,Wrong Item,21499.25,Refund,34,Approved
2601,2023-09-13,2,Defective Product,23135.58,Refund,236,Completed
2602,2025-03-26,3,Missing Parts,15496.6,Exchange,490,Completed
2603,2025-08-26,5,Customer Changed Mind,14052.5,Replacement,170,Completed
2604,2024-05-03,3,Late Delivery,13262.39,Replacement,302,Completed
2605,2024-10-10,3,Customer Changed Mind,20193.49,Refund,418,Pending
2606,2023-09-15,4,Incorrect Size,6950.28,Refund,499,Completed
2607,2023-08-02,4,Quality Issue,1471.91,Replacement,132,Approved
2608,2024-10-24,2,Customer Changed Mind,13964.35,Refund,490,Approved
2609,2025-12-17,2,Late Delivery,23166.08,Refund,212,Completed
2610,2026-02-09,4,Wrong Item,14251.01,Refund,320,Completed
2611,2024-01-01,1,Incorrect Size,19419.16,Refund,208,Completed
2612,2024-12-20,2,Missing Parts,10472.73,Refund,190,Approved
2613,2024-10-03,2,Missing Parts,12265.7,Exchange,203,Completed
2614,2025-06-23,4,Wrong Item,10866.62,Refund,412,Approved
2615,2026-04-10,2,Quality Issue,15029.96,Exchange,52,Pending
2616,2025-11-08,1,Defective Product,3921.15,Exchange,479,Completed
2617,2025-10-10,2,Damaged Product,24797.56,Refund,69,Approved
2618,2025-08-24,3,Incorrect Size,17032.75,Replacement,342,Completed
2619,2024-02-12,1,Wrong Item,4297.49,Refund,299,Pending
2620,2025-09-09,1,Customer Changed Mind,15436.21,Refund,88,Completed
2621,2025-07-15,4,Quality Issue,2866.95,Replacement,270,Pending
2622,2024-09-14,5,Damaged Product,7254.23,Replacement,134,Approved
2623,2024-05-13,5,Quality Issue,2583.78,Replacement,17,Rejected
2624,2024-01-09,3,Late Delivery,16692.21,Replacement,184,Completed
2625,2024-12-13,3,Late Delivery,7482.6,Refund,414,Completed
2626,2024-03-27,3,Wrong Item,16723.13,Refund,361,Approved
2627,2025-06-30,1,Customer Changed Mind,1656.95,Refund,230,Approved
2628,2026-04-21,1,Defective Product,7205.39,Refund,123,Completed
2629,2024-08-21,4,Incorrect Size,10365.04,Replacement,344,Completed
2630,2024-05-03,5,Late Delivery,7703.14,Exchange,336,Pending
2631,2023-08-09,2,Defective Product,9891.7,Refund,431,Completed
2632,2024-12-23,3,Customer Changed Mind,9861.06,Refund,495,Rejected
2633,2024-10-19,3,Customer Changed Mind,11350.38,Replacement,363,Completed
2634,2025-12-17,3,Customer Changed Mind,23960.01,Exchange,95,Pending
2635,2026-05-31,2,Defective Product,23866.38,Refund,172,Approved
2636,2024-05-14,2,Quality Issue,6152.58,Exchange,465,Approved
2637,2024-04-16,2,Customer Changed Mind,10563.18,Replacement,365,Approved
2638,2026-02-22,5,Damaged Product,9450.99,Refund,423,Completed
2639,2026-04-06,2,Defective Product,5434.33,Replacement,378,Completed
2640,2025-04-08,3,Customer Changed Mind,13365.55,Exchange,314,Completed
2641,2025-05-13,2,Incorrect Size,10986.45,Replacement,233,Completed
2642,2025-09-26,5,Quality Issue,13768.65,Replacement,23,Approved
2643,2024-12-09,1,Quality Issue,10301.94,Replacement,243,Completed
2644,2023-11-30,4,Incorrect Size,23240.4,Replacement,119,Completed
2645,2025-04-01,5,Wrong Item,5727.91,Exchange,437,Pending
2646,2026-05-23,2,Quality Issue,16777.12,Refund,3,Completed
2647,2023-12-14,1,Customer Changed Mind,5700.66,Refund,2,Completed
2648,2024-05-01,1,Wrong Item,20099.3,Replacement,280,Completed
2649,2024-02-22,1,Missing Parts,12643.45,Replacement,328,Completed
2650,2025-07-29,5,Defective Product,16650.19,Refund,274,Completed
2651,2024-12-02,3,Customer Changed Mind,19535.94,Exchange,200,Completed
2652,2024-08-07,3,Late Delivery,4595.47,Refund,220,Pending
2653,2023-07-29,2,Damaged Product,23675.15,Refund,384,Completed
2654,2024-08-27,2,Late Delivery,16504.94,Refund,464,Completed
2655,2025-03-05,2,Customer Changed Mind,9163.45,Refund,278,Completed
2656,2024-07-18,1,Damaged Product,2090.4,Refund,480,Pending
2657,2025-06-11,2,Customer Changed Mind,1836.36,Replacement,139,Completed
2658,2024-09-05,1,Defective Product,19169.53,Refund,428,Completed
2659,2024-12-12,4,Defective Product,12867.33,Replacement,403,Pending
2660,2024-10-30,1,Defective Product,8960.36,Refund,484,Approved
2661,2026-01-08,1,Quality Issue,22790.81,Exchange,393,Pending
2662,2025-12-24,1,Defective Product,4224.84,Refund,354,Completed
2663,2023-08-05,4,Customer Changed Mind,24779.62,Refund,175,Completed
2664,2024-08-28,4,Quality Issue,2768.52,Replacement,109,Approved
2665,2026-04-29,5,Customer Changed Mind,16009.73,Replacement,35,Completed
2666,2025-01-27,2,Incorrect Size,20895.88,Replacement,286,Completed
2667,2026-06-29,4,Defective Product,8190.91,Exchange,19,Completed
2668,2024-07-20,1,Damaged Product,14359.29,Replacement,191,Completed
2669,2023-10-23,4,Damaged Product,18793.37,Refund,238,Pending
2670,2026-05-21,1,Quality Issue,14947.28,Refund,70,Completed
2671,2024-01-18,5,Late Delivery,24904.16,Refund,320,Completed
2672,2025-07-10,3,Quality Issue,6301.73,Refund,20,Completed
2673,2024-11-06,1,Late Delivery,23488.41,Exchange,357,Approved
2674,2024-03-23,4,Wrong Item,24982.16,Replacement,39,Completed
2675,2025-04-08,3,Wrong Item,2062.77,Refund,12,Pending
2676,2026-06-18,3,Late Delivery,8328.3,Exchange,477,Completed
2677,2025-09-06,5,Defective Product,21318.93,Refund,136,Completed
2678,2026-07-15,3,Damaged Product,22232.53,Refund,410,Pending
2679,2024-11-13,1,Customer Changed Mind,7057.57,Refund,278,Completed
2680,2026-06-25,1,Quality Issue,20327.11,Refund,354,Completed
2681,2024-01-17,5,Damaged Product,16515.91,Refund,477,Pending
2682,2026-04-06,4,Defective Product,2505.59,Replacement,71,Pending
2683,2024-10-19,5,Customer Changed Mind,299.43,Refund,415,Rejected
2684,2025-02-08,5,Damaged Product,2850.9,Exchange,459,Completed
2685,2026-02-27,1,Damaged Product,8484.76,Exchange,359,Completed
2686,2024-06-26,1,Late Delivery,11863.83,Refund,378,Completed
2687,2024-06-23,5,Defective Product,6116.95,Replacement,449,Approved
2688,2024-02-11,2,Wrong Item,12417.79,Refund,314,Completed
2689,2025-07-30,2,Wrong Item,20660.63,Refund,499,Completed
2690,2024-03-12,5,Wrong Item,7334.04,Exchange,64,Completed
2691,2025-06-24,3,Defective Product,16278.77,Exchange,208,Completed
2692,2026-02-13,3,Quality Issue,17344.24,Replacement,298,Approved
2693,2025-02-18,2,Damaged Product,3484.72,Exchange,382,Pending
2694,2025-04-24,1,Damaged Product,17164.89,Refund,492,Approved
2695,2026-07-13,1,Late Delivery,16365.95,Replacement,8,Completed
2696,2025-11-18,3,Damaged Product,5317.07,Replacement,403,Approved
2697,2025-07-19,3,Defective Product,8262.77,Replacement,349,Approved
2698,2025-10-31,2,Damaged Product,21472.35,Refund,97,Completed
2699,2026-05-15,2,Incorrect Size,12349.85,Refund,130,Pending
2700,2024-06-22,4,Customer Changed Mind,4133.41,Replacement,384,Completed
2701,2024-08-06,3,Damaged Product,5255.23,Refund,146,Approved
2702,2026-06-09,4,Defective Product,19272.53,Replacement,34,Completed
2703,2026-01-29,3,Wrong Item,7719.25,Refund,443,Approved
2704,2023-11-23,4,Wrong Item,24095.0,Refund,225,Completed
2705,2025-10-12,1,Quality Issue,19568.99,Refund,486,Completed
2706,2025-06-11,2,Late Delivery,2923.65,Refund,354,Pending
2707,2025-10-16,5,Late Delivery,20026.64,Refund,291,Completed
2708,2026-07-16,1,Wrong Item,6182.4,Replacement,388,Completed
2709,2025-01-31,5,Quality Issue,21425.08,Exchange,472,Approved
2710,2023-11-17,4,Damaged Product,24440.8,Exchange,168,Completed
2711,2025-12-11,5,Defective Product,10609.21,Refund,96,Approved
2712,2024-01-09,3,Defective Product,18077.84,Replacement,140,Completed
2713,2023-10-22,4,Missing Parts,16811.94,Refund,183,Pending
2714,2025-11-15,4,Customer Changed Mind,15690.56,Refund,440,Approved
2715,2025-09-11,4,Quality Issue,19021.38,Refund,221,Completed
2716,2024-05-28,1,Damaged Product,17305.29,Exchange,119,Completed
2717,2025-12-24,1,Defective Product,5282.99,Exchange,38,Approved
2718,2025-10-29,5,Damaged Product,11143.77,Replacement,112,Rejected
2719,2024-03-07,1,Incorrect Size,6560.12,Refund,144,Completed
2720,2024-03-30,4,Damaged Product,22348.95,Exchange,314,Approved
2721,2024-12-09,3,Quality Issue,19819.27,Replacement,390,Approved
2722,2025-10-04,4,Quality Issue,17287.12,Replacement,357,Completed
2723,2025-06-04,4,Wrong Item,20463.22,Refund,170,Approved
2724,2024-01-15,5,Incorrect Size,14655.4,Refund,219,Completed
2725,2026-06-09,3,Quality Issue,18882.52,Refund,379,Pending
2726,2024-06-02,5,Wrong Item,729.76,Refund,81,Approved
2727,2026-01-09,1,Damaged Product,18364.52,Refund,68,Approved
2728,2025-08-16,1,Wrong Item,16609.2,Refund,61,Completed
2729,2023-12-07,2,Customer Changed Mind,9292.73,Replacement,428,Completed
2730,2025-09-18,2,Customer Changed Mind,17260.34,Refund,194,Pending
2731,2025-06-10,3,Damaged Product,1071.21,Replacement,216,Approved
2732,2023-10-13,2,Damaged Product,5452.27,Refund,118,Completed
2733,2025-06-22,2,Quality Issue,6800.27,Refund,347,Completed
2734,2024-02-08,5,Incorrect Size,22494.58,Exchange,454,Completed
2735,2025-09-23,5,Quality Issue,13414.62,Exchange,218,Approved
2736,2025-04-24,4,Wrong Item,7123.55,Refund,376,Completed
2737,2025-06-27,1,Wrong Item,5067.49,Replacement,239,Completed
2738,2025-12-11,5,Late Delivery,3060.62,Exchange,118,Completed
2739,2023-10-16,5,Damaged Product,23749.15,Refund,466,Completed
2740,2025-12-03,2,Damaged Product,1510.23,Exchange,410,Approved
2741,2025-07-06,1,Quality Issue,12808.72,Exchange,124,Completed
2742,2026-05-29,1,Quality Issue,8609.98,Refund,171,Completed
2743,2024-11-08,2,Defective Product,1291.66,Replacement,72,Completed
2744,2023-08-21,2,Damaged Product,17529.63,Refund,227,Pending
2745,2025-03-25,5,Customer Changed Mind,2187.89,Refund,349,Approved
2746,2024-08-17,3,Customer Changed Mind,943.01,Replacement,397,Completed
2747,2023-07-23,1,Late Delivery,21599.57,Refund,85,Completed
2748,2024-06-21,5,Late Delivery,2210.37,Refund,413,Pending
2749,2026-01-02,5,Damaged Product,16259.18,Replacement,496,Completed
2750,2023-11-09,2,Wrong Item,24712.39,Replacement,407,Completed
2751,2023-09-27,3,Wrong Item,18862.73,Refund,417,Approved
2752,2025-05-07,5,Wrong Item,13592.33,Refund,394,Pending
2753,2025-01-04,2,Wrong Item,20644.05,Replacement,22,Approved
2754,2026-07-11,4,Defective Product,1201.5,Refund,307,Pending
2755,2023-10-26,3,Defective Product,22167.66,Replacement,46,Rejected
2756,2025-11-05,5,Damaged Product,7021.97,Refund,63,Approved
2757,2023-10-20,2,Quality Issue,19982.96,Exchange,190,Completed
2758,2023-11-03,3,Damaged Product,7891.13,Refund,374,Pending
2759,2025-07-21,1,Damaged Product,15700.42,Refund,211,Completed
2760,2023-09-06,5,Quality Issue,14044.91,Replacement,9,Completed
2761,2024-10-06,5,Damaged Product,4782.21,Refund,25,Completed
2762,2025-04-14,4,Quality Issue,6469.81,Exchange,469,Completed
2763,2024-04-23,1,Late Delivery,6687.87,Exchange,330,Approved
2764,2024-02-14,4,Incorrect Size,12561.49,Refund,194,Completed
2765,2026-04-10,2,Damaged Product,13302.37,Refund,80,Completed
2766,2026-04-17,2,Quality Issue,17476.78,Refund,88,Completed
2767,2025-05-02,3,Damaged Product,10309.5,Refund,215,Completed
2768,2025-02-19,2,Late Delivery,9332.76,Refund,110,Approved
2769,2025-03-04,3,Customer Changed Mind,2237.77,Replacement,150,Completed
2770,2025-06-14,4,Incorrect Size,4085.47,Refund,149,Completed
2771,2025-02-24,1,Customer Changed Mind,4827.41,Replacement,189,Approved
2772,2025-02-21,2,Missing Parts,7487.06,Exchange,12,Completed
2773,2023-11-20,4,Defective Product,9556.32,Refund,149,Completed
2774,2026-06-13,5,Incorrect Size,12729.37,Replacement,375,Approved
2775,2026-05-12,2,Quality Issue,13991.04,Refund,142,Approved
2776,2025-11-02,2,Customer Changed Mind,11748.93,Refund,353,Approved
2777,2024-02-10,3,Damaged Product,17233.32,Exchange,123,Approved
2778,2026-04-29,2,Customer Changed Mind,5381.64,Refund,425,Completed
2779,2025-01-09,5,Late Delivery,8013.83,Refund,114,Completed
2780,2024-01-19,1,Late Delivery,2433.43,Refund,239,Completed
2781,2024-04-21,1,Quality Issue,13700.57,Refund,304,Pending
2782,2025-10-30,2,Damaged Product,12416.01,Replacement,116,Pending
2783,2025-03-20,4,Late Delivery,21399.38,Exchange,471,Completed
2784,2025-10-17,5,Missing Parts,12517.33,Exchange,49,Completed
2785,2024-02-01,5,Customer Changed Mind,21487.79,Replacement,269,Completed
2786,2024-06-28,1,Wrong Item,22805.47,Refund,416,Pending
2787,2023-07-24,1,Defective Product,8497.79,Refund,429,Completed
2788,2023-08-23,1,Defective Product,6260.77,Refund,360,Completed
2789,2024-10-24,3,Quality Issue,20611.41,Exchange,465,Completed
2790,2025-07-07,1,Late Delivery,22080.58,Refund,313,Completed
2791,2026-05-30,2,Damaged Product,22169.92,Replacement,414,Approved
2792,2025-11-10,5,Quality Issue,16054.35,Refund,150,Approved
2793,2025-05-07,4,Defective Product,13341.24,Refund,72,Completed
2794,2025-10-22,4,Customer Changed Mind,5028.71,Refund,111,Completed
2795,2025-02-27,5,Wrong Item,3867.48,Refund,173,Completed
2796,2024-07-09,1,Damaged Product,6527.65,Replacement,375,Approved
2797,2024-08-06,5,Incorrect Size,13495.4,Refund,188,Completed
2798,2025-07-03,3,Incorrect Size,6093.69,Refund,495,Completed
2799,2025-01-06,1,Damaged Product,13079.61,Replacement,219,Completed
2800,2024-03-15,1,Incorrect Size,23483.36,Exchange,29,Completed
2801,2024-09-19,2,Defective Product,9160.79,Replacement,419,Completed
2802,2024-05-06,1,Late Delivery,9779.85,Refund,482,Completed
2803,2024-01-10,1,Customer Changed Mind,23829.11,Refund,175,Rejected
2804,2023-09-07,4,Damaged Product,12825.08,Refund,249,Completed
2805,2026-05-09,4,Quality Issue,10726.94,Exchange,319,Approved
2806,2025-04-30,5,Wrong Item,20818.51,Exchange,60,Approved
2807,2026-02-28,5,Quality Issue,322.98,Refund,100,Approved
2808,2023-08-12,2,Late Delivery,12026.79,Refund,458,Completed
2809,2024-07-26,4,Wrong Item,1343.79,Refund,371,Approved
2810,2024-06-03,1,Defective Product,16742.24,Replacement,311,Completed
2811,2023-10-31,5,Quality Issue,9332.42,Replacement,412,Approved
2812,2023-12-22,5,Damaged Product,4708.1,Exchange,131,Completed
2813,2026-01-26,2,Quality Issue,10190.81,Refund,483,Completed
2814,2023-09-09,5,Defective Product,14403.34,Replacement,152,Completed
2815,2025-06-11,5,Late Delivery,19035.47,Replacement,390,Completed
2816,2026-02-01,4,Quality Issue,2423.44,Refund,402,Rejected
2817,2026-05-27,4,Quality Issue,15992.07,Refund,290,Approved
2818,2026-07-15,1,Customer Changed Mind,19353.03,Refund,406,Completed
2819,2023-10-02,2,Customer Changed Mind,23841.55,Refund,430,Completed
2820,2024-08-02,2,Damaged Product,7501.91,Exchange,207,Completed
2821,2023-09-25,1,Late Delivery,10313.91,Exchange,243,Approved
2822,2025-04-03,1,Defective Product,11538.1,Exchange,329,Completed
2823,2025-05-30,2,Incorrect Size,7875.64,Replacement,267,Completed
2824,2024-07-17,3,Quality Issue,16819.63,Refund,125,Completed
2825,2025-11-03,5,Customer Changed Mind,3635.37,Replacement,429,Completed
2826,2024-06-20,3,Customer Changed Mind,20734.74,Exchange,455,Completed
2827,2023-10-14,2,Quality Issue,22575.76,Refund,16,Completed
2828,2024-02-21,2,Customer Changed Mind,10274.53,Refund,76,Completed
2829,2025-09-08,3,Quality Issue,2518.74,Refund,177,Completed
2830,2024-10-10,1,Wrong Item,23101.84,Refund,415,Completed
2831,2024-07-16,2,Customer Changed Mind,19208.98,Refund,173,Completed
2832,2025-12-29,1,Damaged Product,6447.88,Refund,278,Approved
2833,2024-11-25,5,Wrong Item,19947.83,Refund,321,Completed
2834,2026-01-01,1,Damaged Product,20846.74,Replacement,1,Pending
2835,2026-02-01,5,Defective Product,10969.35,Exchange,33,Completed
