StockQty,ReservedQty,AvailableQty,ReorderLevel,SafetyStock,InventoryValue,LastUpdated
529,109,420,132,47,2292765.35,2026-07-05
3035,703,2332,303,255,9790363.7,2026-06-28
1831,150,1681,403,134,8969061.95,2026-06-25
3939,660,3279,415,367,19638987.42,2026-07-04
2457,214,2243,323,366,2370931.29,2026-07-16
3485,20,3465,510,420,9836307.95,2026-06-30
3237,966,2271,682,254,4700188.74,2026-07-17
505,96,409,116,38,2403709.1,2026-07-18
2801,609,2192,663,272,10079062.38,2026-06-30
4353,989,3364,490,625,3325517.88,2026-07-01
199,30,169,39,11,52382.77,2026-07-12
2739,385,2354,429,157,10183492.44,2026-07-16
3430,921,2509,655,225,6500193.0,2026-07-11
3203,507,2696,632,322,10836357.57,2026-06-19
2400,23,2377,564,257,6005736.0,2026-07-04
2288,101,2187,389,307,9778889.12,2026-07-13
3079,916,2163,315,385,5213793.86,2026-06-23
3447,529,2918,657,467,6591525.75,2026-07-07
2078,586,1492,300,127,3232723.82,2026-06-26
1033,291,742,203,90,901385.47,2026-07-04
2306,63,2243,374,311,2347415.76,2026-06-22
3046,297,2749,685,317,1347032.58,2026-07-14
661,182,479,120,39,198095.09,2026-07-12
1500,362,1138,185,113,3245595.0,2026-07-11
2760,728,2032,492,390,12112149.6,2026-07-18
1334,215,1119,229,100,2063097.7,2026-07-01
2327,99,2228,469,317,6372745.47,2026-06-22
582,77,505,124,72,2151322.26,2026-07-10
4450,1249,3201,843,406,21407748.5,2026-07-07
4624,782,3842,567,383,9555357.28,2026-06-28
1295,336,959,158,83,5498751.3,2026-07-02
1871,390,1481,462,211,7045044.69,2026-06-25
3973,563,3410,489,285,18033764.84,2026-07-06
4213,969,3244,859,458,457531.8,2026-06-21
2103,273,1830,367,226,8464238.52,2026-07-11
4463,792,3671,1024,374,14790962.19,2026-06-30
1913,53,1860,321,104,5207625.99,2026-06-29
4207,835,3372,563,575,15457653.89,2026-06-19
1946,325,1621,361,259,4736583.46,2026-07-04
2357,188,2169,474,125,6962813.7,2026-07-06
736,152,584,83,59,3423805.76,2026-07-12
573,38,535,99,78,1889014.83,2026-07-16
2794,234,2560,450,248,8836695.56,2026-06-26
2410,122,2288,325,340,5179234.6,2026-07-02
3352,713,2639,426,190,7231437.2,2026-07-04
2724,401,2323,483,158,11497704.36,2026-07-12
78,22,56,9,11,215499.18,2026-07-04
2538,70,2468,288,339,1096035.3,2026-07-18
1024,67,957,109,62,1869670.4,2026-07-15
1317,192,1125,154,150,2474392.77,2026-06-28
2133,154,1979,450,282,4815994.05,2026-06-28
796,165,631,113,47,3558939.88,2026-07-18
2602,366,2236,329,371,5362956.18,2026-07-18
3587,1038,2549,881,189,14493990.9,2026-06-24
257,32,225,64,34,420338.92,2026-07-03
3168,28,3140,487,213,15363247.68,2026-06-21
4161,755,3406,716,583,15438724.74,2026-06-28
2315,96,2219,334,239,1780420.2,2026-07-14
4631,219,4412,571,296,4070695.31,2026-07-13
686,77,609,101,102,1413029.66,2026-07-02
1925,425,1500,408,225,412219.5,2026-07-01
2651,376,2275,402,307,10044824.57,2026-07-07
4667,1296,3371,1076,461,7839439.92,2026-07-09
1559,438,1121,260,165,6827203.98,2026-06-19
4056,77,3979,463,379,8444754.24,2026-07-03
4340,593,3747,724,315,19108542.6,2026-07-01
1246,318,928,288,66,4445017.78,2026-06-28
4483,180,4303,543,442,1187008.74,2026-06-25
4927,841,4086,674,560,16966863.55,2026-07-03
4681,668,4013,1120,456,2353091.89,2026-06-20
3180,95,3085,484,211,291796.8,2026-06-20
109,13,96,25,9,344078.12,2026-07-09
4734,1404,3330,624,299,18942911.64,2026-06-22
123,26,97,28,18,241362.9,2026-07-06
452,127,325,104,65,756263.8,2026-07-11
813,92,721,127,82,1592984.07,2026-06-26
1593,294,1299,334,151,3996534.33,2026-07-10
2578,418,2160,617,160,9529705.9,2026-07-07
2812,467,2345,542,331,8762107.64,2026-07-15
106,21,85,13,14,386461.16,2026-06-26
287,75,212,48,33,893743.83,2026-07-17
550,91,459,103,28,2349688.0,2026-07-10
1099,199,900,212,151,4538584.26,2026-07-04
2836,750,2086,332,169,3410403.44,2026-06-24
3033,873,2160,430,163,7796205.18,2026-07-02
324,30,294,46,16,1376646.84,2026-07-11
1378,141,1237,242,191,6377135.96,2026-07-02
3481,860,2621,804,176,7495637.3,2026-06-28
2456,91,2365,273,252,772657.6,2026-07-18
593,1,592,119,70,487748.43,2026-07-11
4664,1257,3407,910,486,4183468.08,2026-07-02
2374,539,1835,410,207,1475417.26,2026-06-26
3720,73,3647,579,318,3924265.2,2026-07-17
2369,587,1782,283,230,9582462.86,2026-06-25
678,169,509,73,39,816691.68,2026-07-04
2857,836,2021,537,162,4874156.28,2026-06-19
4424,464,3960,666,552,17645389.44,2026-06-25
4904,575,4329,740,565,12085613.76,2026-06-21
4069,767,3302,466,422,4395415.18,2026-07-04
4625,690,3935,675,519,14506173.75,2026-07-15
1557,259,1298,257,129,2974383.81,2026-07-12
4820,1335,3485,1183,709,22323058.8,2026-07-06
2112,81,2031,243,311,3909755.52,2026-06-25
2966,428,2538,433,199,9689299.14,2026-07-04
2947,50,2897,514,298,3232446.42,2026-07-07
1913,26,1887,367,170,673127.31,2026-07-15
3360,583,2777,553,357,1829688.0,2026-06-20
4238,288,3950,817,496,3913411.58,2026-07-10
1207,173,1034,224,157,5925633.73,2026-07-04
2069,253,1816,224,118,6056687.15,2026-07-08
1261,349,912,165,98,5439500.04,2026-06-27
644,23,621,124,92,409068.8,2026-07-04
2933,720,2213,391,365,13784718.71,2026-07-18
2033,115,1918,450,304,3030166.17,2026-06-20
1334,33,1301,159,153,939669.6,2026-07-02
4803,1282,3521,642,659,10543641.66,2026-07-04
4977,486,4491,926,251,14483219.31,2026-07-16
4107,80,4027,891,302,17798875.53,2026-07-16
3088,372,2716,359,273,1586799.68,2026-06-20
2020,582,1438,477,210,7799038.2,2026-07-13
4312,879,3433,630,385,12917027.2,2026-06-21
872,72,800,144,44,2941857.68,2026-06-25
3919,728,3191,778,583,8911727.62,2026-07-13
2611,255,2356,499,380,596482.95,2026-06-22
3289,259,3030,407,233,6141911.49,2026-06-22
1757,520,1237,361,104,3868369.33,2026-06-25
1674,56,1618,206,99,6512847.66,2026-06-26
715,76,639,104,51,2647537.75,2026-06-23
4482,161,4321,767,393,18881769.6,2026-07-14
514,62,452,68,55,1843712.86,2026-06-26
890,175,715,154,99,1151134.9,2026-06-30
1321,186,1135,226,101,5765266.72,2026-06-23
4140,151,3989,601,529,400420.8,2026-07-06
2529,281,2248,292,297,1447675.47,2026-07-06
4293,788,3505,596,525,17740092.69,2026-07-05
4038,1040,2998,596,268,12945908.76,2026-06-22
2390,330,2060,337,252,1484930.9,2026-07-09
1405,391,1014,286,101,6370719.6,2026-07-05
3605,888,2717,418,317,12608235.15,2026-06-22
274,74,200,62,31,1245535.5,2026-07-12
3514,919,2595,393,208,8352250.9,2026-07-08
673,94,579,155,44,1809750.84,2026-07-15
2214,661,1553,459,303,3212491.86,2026-06-22
391,7,384,42,39,510294.1,2026-07-14
2096,92,2004,291,136,1799646.56,2026-07-09
3469,612,2857,536,286,2844267.79,2026-07-08
1403,152,1251,302,148,5475838.85,2026-06-26
2990,894,2096,316,262,7603958.7,2026-07-15
1760,311,1449,422,196,5783465.6,2026-06-23
4839,656,4183,670,604,21768241.5,2026-06-29
1289,163,1126,179,185,3097518.56,2026-07-10
2474,184,2290,327,286,5159724.92,2026-06-26
3671,129,3542,756,330,10148773.18,2026-06-24
2026,352,1674,264,174,3705290.62,2026-07-01
2397,689,1708,446,153,4744717.68,2026-06-30
2694,351,2343,386,391,12805363.26,2026-06-30
2958,358,2600,572,403,5099148.3,2026-06-21
4732,1207,3525,573,611,21358781.08,2026-07-16
4386,1159,3227,501,331,20432224.86,2026-06-20
3914,940,2974,649,335,14628692.42,2026-06-21
4778,715,4063,1045,409,5242947.18,2026-06-29
909,63,846,107,73,3989628.27,2026-07-12
4415,425,3990,589,597,18492669.0,2026-06-21
721,47,674,85,90,397227.74,2026-06-21
3756,859,2897,517,369,17769110.16,2026-06-29
4757,933,3824,686,667,16223225.23,2026-06-30
296,18,278,69,35,895542.08,2026-06-26
2085,223,1862,256,140,4615126.65,2026-06-25
1207,334,873,248,72,70525.01,2026-07-13
502,113,389,86,73,2198719.84,2026-07-04
4526,1123,3403,1128,560,12288949.94,2026-07-04
668,2,666,111,65,1762371.04,2026-07-07
353,35,318,85,32,1542158.16,2026-07-08
4605,108,4497,518,507,21484305.15,2026-06-19
3401,420,2981,509,435,16244502.39,2026-07-13
682,80,602,94,65,3246736.02,2026-07-03
3146,159,2987,388,280,12157528.24,2026-07-12
1777,394,1383,318,197,5129132.8,2026-06-20
2241,581,1660,383,222,10392278.94,2026-07-09
4662,293,4369,481,418,7169876.28,2026-07-15
4617,1073,3544,831,256,10915649.91,2026-06-22
1789,153,1636,366,207,5413352.99,2026-06-20
3398,189,3209,677,498,10587556.36,2026-06-28
516,123,393,112,35,1086505.08,2026-07-17
1103,186,917,157,81,5089716.29,2026-06-20
375,77,298,76,43,794460.0,2026-06-29
3753,273,3480,723,204,9232717.77,2026-06-30
618,34,584,65,30,2641202.22,2026-07-17
2378,46,2332,480,211,11146209.16,2026-07-12
4300,1048,3252,594,281,3317020.0,2026-06-19
1090,159,931,240,95,3252527.3,2026-07-05
1883,64,1819,441,225,8274994.14,2026-06-22
4187,964,3223,935,547,19481692.3,2026-07-17
1731,279,1452,200,175,2081769.84,2026-07-06
3293,932,2361,574,370,7323961.3,2026-07-13
149,43,106,20,22,663400.15,2026-06-26
1604,226,1378,304,183,7520963.52,2026-07-08
1209,284,925,130,85,2506655.97,2026-06-29
1053,294,759,252,125,1360202.22,2026-06-26
3360,759,2601,525,184,1635110.4,2026-07-15
1632,172,1460,286,215,1258141.44,2026-06-19
1478,100,1378,310,142,7198406.86,2026-07-02
3826,74,3752,937,303,5988034.34,2026-07-01
3611,310,3301,746,252,11342151.0,2026-07-16
1947,405,1542,353,176,803215.38,2026-07-07
4463,970,3493,947,448,20822305.02,2026-07-13
2452,346,2106,536,309,6994820.4,2026-07-07
1044,256,788,241,81,2011172.04,2026-06-26
93,17,76,18,12,428863.92,2026-06-28
4342,126,4216,1034,606,4365967.84,2026-07-18
211,56,155,45,19,315923.97,2026-07-01
4365,133,4232,923,643,7896110.4,2026-07-05
2957,132,2825,712,318,12368805.73,2026-06-28
1935,67,1868,286,185,3176496.0,2026-07-04
2679,28,2651,281,231,807423.81,2026-07-01
4766,1410,3356,953,710,4966267.32,2026-07-08
3946,838,3108,445,536,3605223.44,2026-06-24
4296,970,3326,486,315,20658561.84,2026-07-02
2097,136,1961,267,268,3620973.78,2026-07-10
4153,428,3725,828,313,1024129.8,2026-06-20
1078,261,817,195,120,3974068.56,2026-07-10
3565,953,2612,633,292,17114174.65,2026-07-18
3200,23,3177,469,417,11009088.0,2026-07-13
4399,1066,3333,679,342,8759552.74,2026-07-08
4543,1328,3215,570,451,16694843.55,2026-06-28
2643,6,2637,485,152,9128578.41,2026-06-27
2454,731,1723,482,365,913599.66,2026-06-24
4236,1058,3178,436,556,14231562.12,2026-06-21
2879,73,2806,406,186,8486773.78,2026-07-07
2306,167,2139,519,219,5229592.92,2026-06-24
1692,398,1294,172,198,2202662.52,2026-06-28
4541,796,3745,663,502,22135876.47,2026-06-28
2478,398,2080,286,138,11143268.64,2026-07-16
3783,1123,2660,479,276,8643322.74,2026-07-03
4976,526,4450,1131,310,11854623.36,2026-06-29
2715,327,2388,533,395,1889585.7,2026-07-17
4960,133,4827,915,615,3807742.4,2026-07-03
331,37,294,72,22,483018.37,2026-07-06
1024,267,757,194,104,4343316.48,2026-07-11
1996,242,1754,304,235,8415475.32,2026-06-21
1988,112,1876,403,226,1866891.04,2026-06-30
434,8,426,73,49,323590.4,2026-07-16
2563,657,1906,507,158,9503962.82,2026-07-01
4839,1357,3482,743,301,17618847.39,2026-06-29
2980,88,2892,398,175,7354133.4,2026-07-13
2730,375,2355,348,153,8715060.9,2026-06-20
1672,179,1493,324,126,5381415.6,2026-07-04
3053,489,2564,636,169,13051055.99,2026-06-19
1659,297,1362,339,115,6868956.78,2026-06-29
1321,212,1109,193,66,6212966.83,2026-06-27
1735,55,1680,427,215,7436695.8,2026-07-05
1967,508,1459,229,262,4085104.94,2026-06-29
2181,151,2030,528,179,8522693.7,2026-07-13
3349,103,3246,409,489,15321005.2,2026-07-07
4051,1096,2955,530,557,3529636.3,2026-07-04
1605,400,1205,371,110,5520525.9,2026-07-11
287,25,262,31,31,1027264.84,2026-07-07
4970,378,4592,1192,634,16829215.2,2026-07-18
3348,246,3102,791,207,16491812.76,2026-06-27
2441,22,2419,331,308,1260825.32,2026-07-12
1769,51,1718,436,91,7165652.92,2026-07-12
503,41,462,108,51,204675.73,2026-07-16
4054,1117,2937,508,288,16789884.24,2026-07-17
4250,1207,3043,680,337,2991022.5,2026-07-02
2308,382,1926,361,150,7673107.56,2026-07-01
1733,87,1646,417,213,4520669.14,2026-06-22
3230,181,3049,732,218,11814080.3,2026-07-18
1361,243,1118,242,160,4456771.43,2026-06-24
2823,448,2375,293,385,6067727.97,2026-06-19
603,176,427,92,86,390394.26,2026-06-20
1840,320,1520,212,265,1359465.6,2026-06-21
2374,191,2183,279,350,386890.78,2026-06-19
1035,62,973,170,59,5078165.4,2026-07-02
3242,289,2953,488,334,15407410.48,2026-06-19
1575,3,1572,163,224,2064588.75,2026-07-03
576,32,544,91,44,1053354.24,2026-07-10
3124,99,3025,617,313,12748231.76,2026-07-07
2774,253,2521,677,375,172237.66,2026-07-16
1296,111,1185,319,194,4353264.0,2026-06-26
4295,480,3815,616,534,4956129.35,2026-06-23
2047,389,1658,429,214,8609067.9,2026-06-21
4945,1128,3817,1075,666,9319248.1,2026-07-06
2492,150,2342,430,301,9674392.56,2026-06-29
4115,122,3993,535,303,16707517.25,2026-06-28
2645,512,2133,537,178,9013736.8,2026-07-09
1039,191,848,198,148,4811785.63,2026-07-07
1153,135,1018,258,130,3589969.27,2026-06-22
61,16,45,13,3,64669.15,2026-07-02
886,206,680,111,115,2337064.22,2026-07-09
268,39,229,30,16,945855.08,2026-06-20
1535,454,1081,374,92,5095985.1,2026-07-03
3204,125,3079,345,462,10793635.2,2026-06-20
87,13,74,19,5,25248.27,2026-06-24
1170,292,878,216,118,1607568.3,2026-07-03
3477,961,2516,796,434,608231.61,2026-06-25
2378,585,1793,336,144,5248293.56,2026-07-01
1957,220,1737,350,236,2378185.54,2026-07-11
3025,452,2573,461,446,593323.5,2026-06-28
2848,450,2398,437,391,1317826.56,2026-06-24
3675,219,3456,694,354,7641243.75,2026-06-20
4323,1178,3145,817,345,5259577.95,2026-07-12
1287,365,922,195,164,3805453.08,2026-06-27
1956,109,1847,468,259,1072650.84,2026-06-19
4416,1219,3197,1068,435,263414.4,2026-06-24
1662,360,1302,415,248,5276667.18,2026-06-23
3228,207,3021,450,261,992674.56,2026-06-30
1276,220,1056,167,67,5198245.36,2026-07-11
4247,276,3971,681,222,2554825.32,2026-07-17
2895,148,2747,324,374,11138107.2,2026-07-16
4471,225,4246,498,257,14801424.34,2026-07-02
3692,488,3204,579,539,11612226.08,2026-07-02
2382,488,1894,288,206,7901332.2,2026-06-20
2848,570,2278,583,346,10958762.24,2026-07-16
1966,61,1905,293,124,7447345.62,2026-07-12
4710,912,3798,651,664,12362902.2,2026-06-22
4469,1044,3425,824,552,19360154.9,2026-06-26
2101,38,2063,444,166,8351538.03,2026-06-29
2418,234,2184,283,266,365335.62,2026-06-22
4547,726,3821,1096,456,15992162.76,2026-07-08
2312,403,1909,547,308,10832113.04,2026-07-07
4274,891,3383,899,386,14701363.28,2026-06-20
4921,970,3951,554,293,24214223.39,2026-06-20
2399,155,2244,579,153,11346166.46,2026-07-13
4089,81,4008,784,395,9831264.48,2026-07-09
1333,17,1316,145,148,4651330.21,2026-07-11
3449,106,3343,786,311,3940310.05,2026-07-09
2065,557,1508,296,111,1149337.7,2026-06-27
3891,1001,2890,811,425,13600757.04,2026-06-19
1391,401,990,285,137,6432095.28,2026-07-16
2116,78,2038,246,199,2417614.64,2026-06-21
67,19,48,7,5,236360.59,2026-06-22
511,113,398,75,49,1037636.6,2026-07-02
473,104,369,66,54,316328.21,2026-07-02
2331,465,1866,239,327,6655587.75,2026-07-12
3563,963,2600,622,364,416585.96,2026-06-28
580,110,470,76,43,1725331.8,2026-07-01
2971,136,2835,519,325,10064589.31,2026-06-20
3036,340,2696,657,378,14363346.36,2026-07-02
3687,835,2852,894,246,2208107.43,2026-06-28
113,2,111,22,11,475368.4,2026-06-30
2643,354,2289,388,156,9939186.51,2026-07-10
2114,20,2094,457,309,7633865.4,2026-06-19
1681,321,1360,394,236,1781204.41,2026-06-21
3807,323,3484,840,194,9149286.96,2026-07-16
3011,620,2391,668,259,3537292.69,2026-07-10
1492,146,1346,191,123,4199830.8,2026-07-16
2103,567,1536,276,168,7270092.03,2026-07-12
4512,1207,3305,463,274,16840092.48,2026-06-30
562,9,553,106,40,1382295.2,2026-06-21
669,176,493,81,88,1762607.61,2026-07-02
4865,497,4368,1042,351,14310786.7,2026-07-06
2864,787,2077,419,240,4071204.64,2026-06-23
2779,790,1989,532,177,1977314.08,2026-07-18
4626,583,4043,518,645,5226408.54,2026-07-06
4205,538,3667,483,398,11713994.65,2026-07-11
4390,950,3440,445,347,19097421.9,2026-07-11
808,145,663,105,54,2228165.04,2026-07-15
3829,448,3381,514,310,14213898.93,2026-06-26
2726,104,2622,562,304,836091.46,2026-07-07
3443,287,3156,537,298,5365054.75,2026-07-07
261,46,215,62,37,978611.67,2026-07-15
2051,566,1485,483,162,2570190.14,2026-07-15
1660,107,1553,280,216,4081840.4,2026-06-26
1932,334,1598,461,111,3217127.76,2026-07-04
4551,330,4221,1082,549,18953731.74,2026-07-05
4849,1087,3762,1100,595,8392358.26,2026-07-08
4176,138,4038,706,472,11293783.2,2026-06-27
2699,629,2070,440,168,4810859.54,2026-07-17
3413,999,2414,621,376,5256020.0,2026-07-08
1548,236,1312,204,90,362433.24,2026-07-07
2013,400,1613,351,218,480845.31,2026-07-11
4342,980,3362,495,367,18157419.02,2026-07-05
4395,1282,3113,484,357,20384713.2,2026-07-03
4480,1248,3232,559,533,3348665.6,2026-06-26
2438,644,1794,381,234,5214662.58,2026-07-13
1652,325,1327,333,198,4078077.64,2026-07-15
4985,1172,3813,743,510,716543.9,2026-07-08
2132,459,1673,233,135,2678858.0,2026-07-06
122,12,110,26,12,526028.62,2026-07-09
2264,606,1658,281,263,10157436.0,2026-06-23
4089,1218,2871,986,443,636493.74,2026-07-18
2767,466,2301,572,367,3103494.87,2026-07-01
217,64,153,24,15,535020.01,2026-06-25
620,58,562,116,41,2549074.2,2026-07-05
1541,162,1379,248,201,4046080.42,2026-07-06
638,144,494,64,62,501308.5,2026-07-11
1146,37,1109,143,85,4735489.74,2026-07-10
4202,1040,3162,856,525,13536112.7,2026-07-15
607,142,465,111,57,2629900.34,2026-06-26
3918,29,3889,706,235,13597928.34,2026-06-21
4815,659,4156,988,321,18554987.7,2026-07-05
776,105,671,148,81,2888885.04,2026-07-13
2146,358,1788,320,292,4250024.24,2026-06-26
4216,151,4065,460,388,4376966.88,2026-07-18
2582,9,2573,444,242,3885445.24,2026-07-05
2392,583,1809,332,348,9871209.92,2026-07-15
1787,42,1745,211,101,4256687.61,2026-06-26
4826,475,4351,758,422,9943393.88,2026-07-16
635,57,578,138,34,2665571.25,2026-06-25
1430,198,1232,259,147,6110161.2,2026-06-28
2690,255,2435,643,249,8321461.2,2026-07-08
1129,162,967,258,131,3214217.84,2026-06-22
3660,60,3600,552,429,1966188.6,2026-07-09
1573,446,1127,192,193,1906397.35,2026-06-24
1371,374,997,172,173,1423015.74,2026-07-13
4375,864,3511,551,457,2605750.0,2026-07-15
4654,129,4525,662,619,22904567.92,2026-06-21
1602,173,1429,294,106,6316798.14,2026-07-14
4202,194,4008,449,608,7675583.3,2026-06-24
2491,659,1832,413,127,2442525.14,2026-07-16
3766,1096,2670,592,375,5979805.44,2026-06-19
635,29,606,153,56,2800496.05,2026-07-01
2819,484,2335,597,342,1419902.11,2026-07-15
2194,303,1891,230,124,3680873.8,2026-06-26
4836,1165,3671,982,550,13374683.4,2026-06-30
1857,84,1773,359,135,1588366.38,2026-07-05
740,28,712,75,96,1154215.0,2026-07-12
2925,349,2576,312,353,5495987.25,2026-06-24
1988,9,1979,289,266,9408786.52,2026-07-04
105,1,104,23,13,394530.15,2026-07-07
2892,667,2225,372,240,2384598.6,2026-07-15
2534,139,2395,264,290,3752321.86,2026-07-08
1263,142,1121,245,178,5220471.57,2026-07-14
2193,160,2033,486,184,5548947.9,2026-07-08
2640,49,2591,302,234,5404608.0,2026-06-29
1178,151,1027,203,60,3327908.9,2026-07-17
1991,144,1847,226,104,5302112.64,2026-07-06
4556,906,3650,785,301,1691415.0,2026-07-08
4715,463,4252,634,431,14378439.65,2026-06-24
2317,677,1640,423,193,2635726.52,2026-06-29
210,16,194,28,14,38528.7,2026-07-11
4058,892,3166,754,468,4502594.48,2026-06-26
2990,504,2486,357,389,13319373.6,2026-06-28
3518,278,3240,364,441,13071129.0,2026-06-19
1458,234,1224,293,198,4518910.62,2026-07-13
2104,569,1535,319,149,6044539.52,2026-06-24
4306,33,4273,934,350,3213309.44,2026-07-13
4168,18,4150,538,437,7474807.84,2026-06-26
830,119,711,144,85,1182550.8,2026-06-22
2899,33,2866,401,182,14437773.74,2026-07-03
4269,250,4019,792,447,4255467.27,2026-06-30
3559,637,2922,369,519,17619790.43,2026-07-08
3468,13,3455,464,262,618760.56,2026-07-03
1772,21,1751,239,240,4128813.16,2026-06-29
521,78,443,108,51,899522.13,2026-07-15
2771,303,2468,424,157,7801140.88,2026-06-23
4607,1025,3582,803,682,475442.4,2026-06-28
4068,332,3736,475,496,4330630.08,2026-06-20
2565,94,2471,540,136,6730406.1,2026-06-19
2494,570,1924,316,274,9632426.56,2026-06-20
190,45,145,41,18,404397.9,2026-07-03
506,140,366,113,39,2159891.36,2026-06-24
2547,225,2322,325,212,1384498.26,2026-06-29
3255,236,3019,729,313,14561307.6,2026-06-28
4032,861,3171,918,274,12743982.72,2026-06-22
1101,124,977,239,67,1924074.57,2026-06-22
2357,484,1873,392,351,2564298.15,2026-07-01
1450,404,1046,310,163,6948748.0,2026-07-10
3717,724,2993,691,306,14703485.58,2026-06-24
4385,469,3916,809,234,9673836.2,2026-07-09
2871,711,2160,416,179,2827159.83,2026-07-06
4758,61,4697,957,564,19953672.18,2026-07-08
2108,254,1854,275,251,5165970.2,2026-06-19
1132,1,1131,160,152,5498146.64,2026-07-18
1570,63,1507,354,114,1904378.6,2026-07-03
3759,16,3743,610,266,11997111.63,2026-07-05
1180,268,912,246,127,3608298.4,2026-07-07
3932,121,3811,578,541,14545018.48,2026-07-07
298,7,291,69,25,219855.46,2026-06-29
3519,234,3285,382,443,5179440.15,2026-07-03
248,49,199,61,33,861026.24,2026-07-09
3932,946,2986,738,292,17592239.84,2026-07-17
2034,562,1472,404,150,6792990.48,2026-07-12
4017,963,3054,611,406,14739537.93,2026-07-18
1241,59,1182,237,131,2117642.4,2026-07-17
3910,328,3582,564,458,14125148.7,2026-06-21
208,52,156,37,17,418121.6,2026-07-12
785,112,673,172,76,3750533.75,2026-06-20
1583,377,1206,212,220,7197141.16,2026-07-13
4434,892,3542,1060,266,12980313.3,2026-07-04
726,133,593,78,104,409906.86,2026-07-06
3937,613,3324,719,364,13873239.97,2026-06-20
3732,655,3077,576,439,16079135.4,2026-07-01
247,32,215,31,13,224216.72,2026-07-11
1692,112,1580,385,182,6559630.2,2026-07-07
4649,774,3875,757,272,1813063.51,2026-07-15
4997,257,4740,1001,490,16375868.58,2026-06-23
2048,565,1483,508,161,6973870.08,2026-07-09
631,171,460,91,85,2080198.77,2026-07-17
4817,42,4775,730,461,17216150.68,2026-07-06
3740,154,3586,807,457,9802053.8,2026-07-12
4059,302,3757,1009,535,4653968.22,2026-06-20
4971,61,4910,574,267,22730543.73,2026-07-07
4491,714,3777,810,363,475327.44,2026-06-20
4022,531,3491,695,465,9877830.9,2026-07-12
237,28,209,58,13,827494.98,2026-06-23
4121,199,3922,907,343,10070281.65,2026-07-12
4973,45,4928,982,561,4743147.94,2026-07-01
1217,269,948,215,85,1474784.94,2026-07-15
4010,508,3502,807,274,4146540.5,2026-06-23
2759,777,1982,502,342,2199281.67,2026-06-23
460,118,342,67,47,2106192.8,2026-06-30
4992,496,4496,624,699,13423537.92,2026-06-23
3044,818,2226,560,325,2761942.96,2026-07-11
879,222,657,123,90,1008599.76,2026-07-07
2983,399,2584,407,446,4045126.98,2026-07-05
4452,1007,3445,733,317,3170536.32,2026-06-30
1719,299,1420,200,236,7171049.16,2026-07-18
1695,408,1287,234,120,3324742.5,2026-07-11
4841,320,4521,903,355,21247681.51,2026-06-20
2565,260,2305,409,235,209534.85,2026-07-04
963,9,954,190,87,1655955.54,2026-07-04
4390,1251,3139,838,224,1744278.7,2026-07-15
1896,464,1432,440,137,5268472.08,2026-07-10
4139,649,3490,857,412,15358297.57,2026-06-29
243,62,181,36,21,419264.91,2026-07-18
3812,254,3558,404,427,2163081.28,2026-07-08
4250,45,4205,843,392,7022445.0,2026-06-23
356,22,334,62,36,857173.24,2026-06-19
1143,103,1040,133,90,5071753.89,2026-06-25
2452,157,2295,268,160,276855.32,2026-07-17
3703,808,2895,736,434,10699337.11,2026-06-20
3283,774,2509,561,342,8650278.21,2026-07-13
1742,306,1436,290,162,6064198.14,2026-07-10
3847,904,2943,773,574,3398670.62,2026-06-22
3300,723,2577,687,456,6450675.0,2026-07-13
2079,457,1622,488,212,1335695.13,2026-06-27
92,26,66,13,9,453112.88,2026-07-11
4093,1017,3076,828,450,17390174.68,2026-07-02
2119,58,2061,340,263,3762644.73,2026-07-16
299,50,249,70,33,261577.16,2026-07-07
746,191,555,151,52,358012.86,2026-07-15
3106,439,2667,485,245,9632109.78,2026-06-21
1203,233,970,291,131,801234.09,2026-07-01
1602,207,1395,196,146,5482140.12,2026-07-17
138,17,121,26,13,327672.72,2026-06-24
1842,203,1639,305,241,3189165.12,2026-07-14
490,38,452,108,59,961737.7,2026-07-12
1334,345,989,231,117,5653598.72,2026-06-27
936,135,801,115,75,1515056.4,2026-07-10
328,24,304,76,44,866979.44,2026-07-03
2617,83,2534,414,166,2418945.44,2026-06-26
597,18,579,133,30,1167105.15,2026-06-20
4035,471,3564,830,479,6578785.05,2026-07-03
1979,465,1514,355,216,4170683.13,2026-07-18
996,171,825,186,117,3669762.0,2026-07-05
4835,1366,3469,972,634,4809761.3,2026-07-09
2535,9,2526,254,258,1521507.0,2026-06-24
558,91,467,73,32,491787.72,2026-06-26
220,61,159,49,24,535733.0,2026-06-22
3148,718,2430,717,208,9723416.48,2026-06-28
3235,778,2457,518,309,5819926.75,2026-07-12
2044,529,1515,306,218,2399390.28,2026-07-12
1056,23,1033,217,157,3342071.04,2026-07-01
2520,448,2072,456,132,12419542.8,2026-06-19
756,10,746,135,93,1751100.12,2026-07-07
3060,252,2808,426,448,6355008.0,2026-06-27
698,69,629,108,45,604070.14,2026-07-07
3075,491,2584,724,444,8310771.75,2026-06-21
163,11,152,30,12,54230.1,2026-07-03
1665,169,1496,207,176,675307.35,2026-06-27
57,16,41,12,8,103950.33,2026-06-29
2607,764,1843,464,385,11359663.59,2026-07-05
511,2,509,87,55,920459.19,2026-07-17
4536,941,3595,497,645,21973971.6,2026-07-12
1137,265,872,117,127,2639261.25,2026-06-30
1619,140,1479,186,110,3221550.96,2026-07-10
4464,857,3607,521,241,2235169.44,2026-06-24
